江岸水城  | 3室2厅 | 92平米 | 南 北 | 精装 | 有电梯,中楼层(共11层)2009年建板楼  -  桥北,197万单价21414元/平米,https://nj.lianjia.com/xiaoqu/2511053237258/
御湖国际  | 2室1厅 | 61.09平米 | 东 | 精装 | 有电梯,高楼层(共34层)2010年建塔楼  -  红山,170万单价27828元/平米,https://nj.lianjia.com/xiaoqu/1411000000808/
水岸明珠  | 2室1厅 | 47.69平米 | 南 | 其他 | 有电梯,高楼层(共11层)2010年建塔楼  -  岔路口,185万单价38793元/平米,https://nj.lianjia.com/xiaoqu/1411100444939/
湖滨世纪花园  | 2室2厅 | 94.34平米 | 南 北 | 其他 | 无电梯,高楼层(共6层)2000年建板楼  -  百家湖,249万单价26394元/平米,https://nj.lianjia.com/xiaoqu/1411055185117/
香缇丽舍  | 3室2厅 | 115.4平米 | 南 | 其他 | 有电梯,低楼层(共22层)2004年建板塔结合  -  南苑,390万单价33796元/平米,https://nj.lianjia.com/xiaoqu/1411000000762/
滨江奥城观澜苑  | 2室2厅 | 92.01平米 | 南 | 其他 | 有电梯,中楼层(共16层)2008年建板楼  -  奥体,410万单价44561元/平米,https://nj.lianjia.com/xiaoqu/1411000000022/
金地自在城第二街区  | 3室2厅 | 102.2平米 | 南 | 精装 | 有电梯,中楼层(共33层)2011年建板楼  -  雨花台其它,235万单价22995元/平米,https://nj.lianjia.com/xiaoqu/1411046917310/
天地新城天心座  | 3室1厅 | 113.01平米 | 南 北 | 精装 | 无电梯,低楼层(共6层)2006年建板塔结合  -  岔路口,292万单价25839元/平米,https://nj.lianjia.com/xiaoqu/1412024341607012/
江南文枢苑云泊居  | 4室2厅 | 219.51平米 | 南 北 | 毛坯 | 无电梯,中楼层(共6层)2002年建板塔结合  -  将军大道,410万单价18678元/平米,https://nj.lianjia.com/xiaoqu/1411052988110/
观门口北村  | 2室1厅 | 54.03平米 | 南 | 简装 | 无电梯,高楼层(共6层)1989年建板塔结合  -  光华路,139万单价25727元/平米,https://nj.lianjia.com/xiaoqu/1411046549303/
亲水湾花园  | 2室1厅 | 73.72平米 | 南 | 其他 | 有电梯,高楼层(共11层)2009年建塔楼  -  百家湖,200万单价27130元/平米,https://nj.lianjia.com/xiaoqu/2511051725115/
香缇丽舍  | 3室2厅 | 115.4平米 | 南 | 其他 | 有电梯,低楼层(共22层)2004年建板塔结合  -  南苑,390万单价33796元/平米,https://nj.lianjia.com/xiaoqu/1411000000762/
滨江奥城观澜苑  | 2室2厅 | 92.01平米 | 南 | 其他 | 有电梯,中楼层(共16层)2008年建板楼  -  奥体,410万单价44561元/平米,https://nj.lianjia.com/xiaoqu/1411000000022/
金地自在城第二街区  | 3室2厅 | 102.2平米 | 南 | 精装 | 有电梯,中楼层(共33层)2011年建板楼  -  雨花台其它,235万单价22995元/平米,https://nj.lianjia.com/xiaoqu/1411046917310/
观门口北村  | 2室1厅 | 54.03平米 | 南 | 简装 | 无电梯,高楼层(共6层)1989年建板塔结合  -  光华路,139万单价25727元/平米,https://nj.lianjia.com/xiaoqu/1411046549303/
洪武公寓  | 3室2厅 | 134.38平米 | 南 | 简装 | 有电梯,中楼层(共8层)2000年建板塔结合  -  新街口,430万单价31999元/平米,https://nj.lianjia.com/xiaoqu/147446558683584/
明月港湾彩云湾  | 3室2厅 | 109.24平米 | 南 北 | 其他 | 有电梯,高楼层(共11层)2002年建板楼  -  岔路口,302万单价27646元/平米,https://nj.lianjia.com/xiaoqu/1420023314833382/
晓庄47号小区  | 3室2厅 | 72.23平米 | 南 北 | 其他 | 无电梯,中楼层(共6层)1995年建板楼  -  晓庄,181万单价25059元/平米,https://nj.lianjia.com/xiaoqu/148395205128212/
同曦艺术家园  | 2室2厅 | 107.09平米 | 南 | 精装 | 无电梯,中楼层(共6层)2005年建板塔结合  -  百家湖,305万单价28481元/平米,https://nj.lianjia.com/xiaoqu/2511051182690/
朗诗熙园  | 1室0厅 | 43.86平米 | 南 | 其他 | 有电梯,高楼层(共25层)2004年建板楼  -  新街口,175万单价39900元/平米,https://nj.lianjia.com/xiaoqu/1411000000447/
联合村1-1号  | 3室2厅 | 87.43平米 | 南 北 | 简装 | 无电梯,低楼层(共7层)2001年建板楼  -  卫岗,230万单价26307元/平米,https://nj.lianjia.com/xiaoqu/1411048766716/
招商雍华府  | 4室2厅 | 142.48平米 | 南 北 | 精装,低楼层(共31层)2015年建塔楼  -  应天西路,800万单价56149元/平米,https://nj.lianjia.com/xiaoqu/1411100624143/
春江新城龙泉坊  | 3室2厅 | 105平米 | 南 北 | 精装 | 无电梯,高楼层(共6层)2005年建板楼  -  铁心桥,278万单价26477元/平米,https://nj.lianjia.com/xiaoqu/1410790981611547/
威尼斯水城第十街区  | 4室2厅 | 134.37平米 | 南 北 | 精装 | 无电梯,低楼层(共6层)2010年建板楼  -  桥北,360万单价26792元/平米,https://nj.lianjia.com/xiaoqu/2511052800742/
程阁老巷  | 3室2厅 | 118.34平米 | 南 北 | 简装 | 有电梯,高楼层(共8层)1990年建板楼  -  新街口,380万单价32111元/平米,https://nj.lianjia.com/xiaoqu/1411041801960/
翠屏东南  | 3室2厅 | 125.28平米 | 南 北 | 精装 | 无电梯,高楼层(共6层)2005年建板楼  -  将军大道,298万单价23787元/平米,https://nj.lianjia.com/xiaoqu/1411049292642/
锁金村6至10号  | 3室1厅 | 71.49平米 | 南 北 | 毛坯 | 无电梯,中楼层(共6层)1999年建板塔结合  -  锁金村,210万单价29375元/平米,https://nj.lianjia.com/xiaoqu/1411059997152/
金基汇锦国际  | 2室2厅 | 50.3平米 | 南 北 | 其他 | 有电梯,中楼层(共12层)2009年建板塔结合  -  奥体,288万单价57257元/平米,https://nj.lianjia.com/xiaoqu/1411000000250/
颐和美地  | 6室2厅 | 208.82平米 | 南 北 | 毛坯,低楼层(共4层)暂无数据  -  百家湖,526万单价25190元/平米,https://nj.lianjia.com/xiaoqu/148050069220802/
怡康新寓  | 3室1厅 | 76.77平米 | 南 北 | 简装 | 无电梯,中楼层(共6层)2001年建板楼  -  应天西路,270万单价35170元/平米,https://nj.lianjia.com/xiaoqu/1411000000835/
富丽山庄  | 2室2厅 | 90.73平米 | 南 北 | 简装 | 无电梯,高楼层(共7层)1997年建板楼  -  月牙湖,279万单价30751元/平米,https://nj.lianjia.com/xiaoqu/1411000000180/
天润城第十四街区  | 3室1厅 | 86.17平米 | 南 北 | 简装 | 有电梯,低楼层(共11层)2012年建板楼  -  桥北,202万单价23443元/平米,https://nj.lianjia.com/xiaoqu/2511052774266/
剪子巷  | 2室1厅 | 56平米 | 西 | 其他 | 无电梯,中楼层(共7层)1996年建板塔结合  -  长乐路,172万单价30715元/平米,https://nj.lianjia.com/xiaoqu/2511053457983/
金陵天成  | 1室1厅 | 52.25平米 | 东南 | 精装 | 有电梯,中楼层(共18层)2010年建塔楼  -  东山镇,128万单价24498元/平米,https://nj.lianjia.com/xiaoqu/2511051207603/
康业里  | 2室1厅 | 63.04平米 | 南 北 | 其他 | 无电梯,中楼层(共7层)2000年建板楼  -  洪家园,175万单价27761元/平米,https://nj.lianjia.com/xiaoqu/1411047120051/
怡和佳苑  | 2室2厅 | 69.6平米 | 东南 北 | 精装 | 有电梯,中楼层(共18层)2010年建板塔结合  -  凤凰西街,340万单价48851元/平米,https://nj.lianjia.com/xiaoqu/1411000000811/
香缇丽舍  | 2室2厅 | 93.87平米 | 南 北 | 其他 | 有电梯,高楼层(共22层)2004年建板塔结合  -  南苑,300万单价31960元/平米,https://nj.lianjia.com/xiaoqu/1411000000762/
仙居雅苑  | 3室1厅 | 74.94平米 | 南 北 | 其他 | 无电梯,中楼层(共6层)2004年建板楼  -  仙鹤门,185万单价24687元/平米,https://nj.lianjia.com/xiaoqu/2511051431641/
凤凰西街223号  | 2室2厅 | 80.37平米 | 南 北 | 其他 | 无电梯,中楼层(共8层)1994年建板楼  -  凤凰西街,280万单价34839元/平米,https://nj.lianjia.com/xiaoqu/1411000000174/
东方龙湖湾东湖苑  | 2室1厅 | 62.94平米 | 东 | 其他 | 有电梯,中楼层(共8层)2008年建塔楼  -  江宁大学城,168万单价26693元/平米,https://nj.lianjia.com/xiaoqu/1420027178544042/
金纺园  | 2室1厅 | 74.91平米 | 南 北 | 其他 | 无电梯,中楼层(共6层)2003年建板塔结合  -  迈皋桥,208万单价27767元/平米,https://nj.lianjia.com/xiaoqu/2511053033984/
仙居雅苑  | 3室1厅 | 74.94平米 | 南 北 | 其他 | 无电梯,中楼层(共6层)2004年建板楼  -  仙鹤门,185万单价24687元/平米,https://nj.lianjia.com/xiaoqu/2511051431641/
凤凰西街223号  | 2室2厅 | 80.37平米 | 南 北 | 其他 | 无电梯,中楼层(共8层)1994年建板楼  -  凤凰西街,280万单价34839元/平米,https://nj.lianjia.com/xiaoqu/1411000000174/
东方龙湖湾东湖苑  | 2室1厅 | 62.94平米 | 东 | 其他 | 有电梯,中楼层(共8层)2008年建塔楼  -  江宁大学城,168万单价26693元/平米,https://nj.lianjia.com/xiaoqu/1420027178544042/
金纺园  | 2室1厅 | 74.91平米 | 南 北 | 其他 | 无电梯,中楼层(共6层)2003年建板塔结合  -  迈皋桥,208万单价27767元/平米,https://nj.lianjia.com/xiaoqu/2511053033984/
丹佛小镇  | 2室2厅 | 59.56平米 | 南 | 其他 | 有电梯,中楼层(共11层)2009年建板楼  -  将军大道,160万单价26864元/平米,https://nj.lianjia.com/xiaoqu/1411050279764/
富丽山庄  | 3室1厅 | 75.33平米 | 南 北 | 其他 | 无电梯,中楼层(共8层)1997年建板楼  -  月牙湖,239万单价31728元/平米,https://nj.lianjia.com/xiaoqu/1411000000180/
文化名园上筑园  | 3室1厅 | 103.69平米 | 南 北 | 其他 | 有电梯,中楼层(共18层)2008年建塔楼  -  百家湖,335万单价32308元/平米,https://nj.lianjia.com/xiaoqu/1411050277393/
金基汇锦国际  | 2室2厅 | 50.3平米 | 南 北 | 其他 | 有电梯,中楼层(共12层)2009年建板塔结合  -  奥体,285万单价56661元/平米,https://nj.lianjia.com/xiaoqu/1411000000250/
仁园  | 2室1厅 | 64.44平米 | 南 北 | 其他 | 无电梯,中楼层(共7层)1996年建板塔结合  -  茶南,182万单价28244元/平米,https://nj.lianjia.com/xiaoqu/1411000000557/
后标营35号  | 3室2厅 | 90.55平米 | 南 北 | 其他 | 无电梯,低楼层(共7层)1994年建板塔结合  -  瑞金路,300万单价33131元/平米,https://nj.lianjia.com/xiaoqu/1411684312002330/
天地花园  | 2室1厅 | 59.71平米 | 南 | 其他 | 无电梯,低楼层(共7层)1996年建板楼  -  月牙湖,160万单价26797元/平米,https://nj.lianjia.com/xiaoqu/1411000000638/
富力城  | 3室2厅 | 90.67平米 | 南 | 其他 | 有电梯,中楼层(共18层)2013年建板楼  -  麒麟镇,250万单价27573元/平米,https://nj.lianjia.com/xiaoqu/1411063170216/
诚品城  | 3室2厅 | 90.67平米 | 南 北 | 其他 | 无电梯,低楼层(共6层)2009年建板楼  -  仙林,249万单价27463元/平米,https://nj.lianjia.com/xiaoqu/2511051425261/
武夷绿洲品茗苑  | 2室2厅 | 84.63平米 | 南 | 精装 | 有电梯,中楼层(共15层)2010年建板楼  -  科学园,236万单价27887元/平米,https://nj.lianjia.com/xiaoqu/2511051361657/
力联大厦  | 2室1厅 | 97.61平米 | 东 东南 北 | 简装 | 有电梯,中楼层(共31层)2002年建塔楼  -  新街口,338万单价34628元/平米,https://nj.lianjia.com/xiaoqu/1411042773652/
赛世香樟园  | 3室2厅 | 114.25平米 | 南 | 毛坯 | 有电梯,中楼层(共11层)2009年建板楼  -  仙林,385万单价33699元/平米,https://nj.lianjia.com/xiaoqu/2511052332740/
露园  | 2室1厅 | 63.93平米 | 南 | 其他 | 无电梯,高楼层(共6层)1994年建板楼  -  茶南,179万单价28000元/平米,https://nj.lianjia.com/xiaoqu/1411000000453/
大纱帽巷38号  | 2室1厅 | 49.67平米 | 南 北 | 其他 | 无电梯,低楼层(共7层)1990年建板楼  -  珠江路,305万单价61406元/平米,https://nj.lianjia.com/xiaoqu/1411000000121/
亲水湾花园  | 2室2厅 | 98.8平米 | 南 北 | 其他 | 有电梯,中楼层(共7层)2009年建板楼  -  百家湖,282万单价28543元/平米,https://nj.lianjia.com/xiaoqu/2511051725115/
百家湖西花园巴黎城  | 3室2厅 | 124.38平米 | 南 北 | 精装 | 无电梯,中楼层(共6层)2005年建板楼  -  百家湖,340万单价27336元/平米,https://nj.lianjia.com/xiaoqu/1411049712967/
瑞金北村  | 3室1厅 | 72.24平米 | 南 北 | 其他 | 无电梯,高楼层(共6层)1981年建板楼  -  瑞金路,280万单价38760元/平米,https://nj.lianjia.com/xiaoqu/1411043434688/
双塘里  | 2室1厅 | 51.08平米 | 南 北 | 精装 | 无电梯,高楼层(共7层)1997年建板楼  -  来凤里,140万单价27408元/平米,https://nj.lianjia.com/xiaoqu/1411043429625/
华汇康城  | 3室2厅 | 106.25平米 | 南 | 其他 | 有电梯,低楼层(共11层)2009年建板塔结合  -  麒麟镇,230万单价21648元/平米,https://nj.lianjia.com/xiaoqu/2511052540312/
江佑铂庭  | 3室2厅 | 121.47平米 | 南 北 | 其他 | 有电梯,低楼层(共18层)2012年建板楼  -  江浦街道,325万单价26756元/平米,https://nj.lianjia.com/xiaoqu/2511053656490/
百水芊城云水坊  | 2室1厅 | 64.28平米 | 南 | 其他 | 无电梯,中楼层(共6层)2007年建板楼  -  马群,145万单价22558元/平米,https://nj.lianjia.com/xiaoqu/1411059168307/
仁厚里  | 3室1厅 | 63.25平米 | 南 | 其他 | 无电梯,低楼层(共6层)1988年建板楼  -  长乐路,215万单价33993元/平米,https://nj.lianjia.com/xiaoqu/1411046917321/
莺虹苑  | 3室1厅 | 76.12平米 | 南 北 | 简装 | 无电梯,高楼层(共7层)1993年建板楼  -  秦虹,196万单价25749元/平米,https://nj.lianjia.com/xiaoqu/1411046812237/
美丽新世界金德茂花园  | 3室2厅 | 140.73平米 | 南 北 | 其他 | 有电梯,中楼层(共11层)2005年建板楼  -  将军大道,298万单价21176元/平米,https://nj.lianjia.com/xiaoqu/1411051305349/
金地自在城第七街区  | 3室1厅 | 109.16平米 | 南 北 | 其他 | 有电梯,中楼层(共33层)2015年建塔楼  -  雨花台其它,280万单价25651元/平米,https://nj.lianjia.com/xiaoqu/149521240485813/
月苑四村  | 2室2厅 | 63.72平米 | 南 北 | 简装 | 无电梯,高楼层(共7层)1998年建板楼  -  月苑,185万单价29034元/平米,https://nj.lianjia.com/xiaoqu/1411063690206/
挪威森林  | 2室2厅 | 98.56平米 | 南 北 | 毛坯 | 无电梯,中楼层(共5层)2006年建板楼  -  将军大道,269万单价27294元/平米,https://nj.lianjia.com/xiaoqu/1411049358995/
明发城市广场  | 2室1厅 | 87.81平米 | 南 | 简装 | 有电梯,低楼层(共18层)2010年建板楼  -  顶山街道,225万单价25624元/平米,https://nj.lianjia.com/xiaoqu/2511053200629/
市政天元城  | 3室2厅 | 120.98平米 | 南 北 | 精装 | 无电梯,高楼层(共6层)2006年建板楼  -  东山镇,298万单价24633元/平米,https://nj.lianjia.com/xiaoqu/2511050946111/
名城世家花园  | 4室2厅 | 150.45平米 | 南 北 | 毛坯 | 有电梯,低楼层(共18层)2010年建板楼  -  小行,490万单价32569元/平米,https://nj.lianjia.com/xiaoqu/1411043461305/
威尼斯水城第十五街区  | 2室2厅 | 96.73平米 | 南 | 毛坯 | 无电梯,高楼层(共6层)2014年建板楼  -  桥北,255万单价26363元/平米,https://nj.lianjia.com/xiaoqu/2511052774154/
保利罗兰香谷  | 3室2厅 | 139.77平米 | 南 北 | 毛坯 | 有电梯,高楼层(共18层)2014年建板塔结合  -  仙林,430万单价30765元/平米,https://nj.lianjia.com/xiaoqu/2511053880746/
东元山庄  | 3室2厅 | 76.9平米 | 南 北 | 精装 | 有电梯,中楼层(共7层)2000年建板楼  -  卫岗,270万单价35111元/平米,https://nj.lianjia.com/xiaoqu/1411046514914/
威尼斯水城第七街区  | 2室2厅 | 88.33平米 | 南 北 | 简装 | 有电梯,高楼层(共27层)2007年建板楼  -  桥北,202万单价22869元/平米,https://nj.lianjia.com/xiaoqu/2511052766440/
尚东花园  | 4室2厅 | 314平米 | 南 北 | 简装 | 无电梯,低楼层(共1层)2007年建板楼  -  仙林,870万单价27708元/平米,https://nj.lianjia.com/xiaoqu/1411046917352/
挪威森林  | 2室2厅 | 98.56平米 | 南 北 | 其他 | 无电梯,低楼层(共5层)2006年建板楼  -  将军大道,258万单价26177元/平米,https://nj.lianjia.com/xiaoqu/1411049358995/
江岸水城  | 3室2厅 | 120.87平米 | 南 北 | 精装 | 有电梯,低楼层(共11层)2006年建板楼  -  桥北,218万单价18036元/平米,https://nj.lianjia.com/xiaoqu/2511053237258/
天润城第六街区  | 2室2厅 | 89.74平米 | 南 北 | 简装 | 无电梯,低楼层(共6层)2006年建板楼  -  桥北,185万单价20616元/平米,https://nj.lianjia.com/xiaoqu/1420024863247415/
武夷绿洲品茗苑  | 4室3厅 | 97.28平米 | 南 北 | 精装 | 无电梯,高楼层(共6层)2009年建板楼  -  科学园,300万单价30839元/平米,https://nj.lianjia.com/xiaoqu/2511051361657/
保利香槟国际  | 4室2厅 | 155.48平米 | 南 北 | 毛坯 | 有电梯,低楼层(共18层)2012年建板楼  -  奥体,770万单价49525元/平米,https://nj.lianjia.com/xiaoqu/1411041206362/
万科金色领域  | 3室1厅 | 88.79平米 | 南 | 其他 | 有电梯,高楼层(共18层)2013年建板楼  -  仙林,295万单价33225元/平米,https://nj.lianjia.com/xiaoqu/2511052224247/
聚福园二期  | 6室2厅 | 212.19平米 | 南 北 | 精装 | 无电梯,高楼层(共6层)2002年建板楼  -  龙江,870万单价41001元/平米,https://nj.lianjia.com/xiaoqu/1411000000352/
盛景华庭北苑  | 3室2厅 | 98.72平米 | 南 北 | 其他 | 有电梯,低楼层(共11层)2014年建板楼  -  江浦街道,240万单价24312元/平米,https://nj.lianjia.com/xiaoqu/2511053687480/
江佑铂庭  | 3室2厅 | 141.31平米 | 南 北 | 毛坯 | 有电梯,中楼层(共18层)2012年建板楼  -  江浦街道,380万单价26892元/平米,https://nj.lianjia.com/xiaoqu/2511053656490/
托乐嘉睦邻居  | 3室2厅 | 122.96平米 | 南 北 | 精装 | 有电梯,中楼层(共11层)2003年建板楼  -  将军大道,355万单价28872元/平米,https://nj.lianjia.com/xiaoqu/1411049360205/
枫丹白露枫丹花园  | 4室2厅 | 178.86平米 | 南 北 | 精装 | 无电梯,高楼层(共6层)2004年建板楼  -  秦虹,558万单价31198元/平米,https://nj.lianjia.com/xiaoqu/1411043554408/
阳光帝景  | 3室2厅 | 130平米 | 南 | 毛坯 | 有电梯,低楼层(共18层)2014年建板楼  -  顶山街道,350万单价26924元/平米,https://nj.lianjia.com/xiaoqu/1411063998239/
名嘉佳园小区  | 6室2厅 | 128.88平米 | 南 | 简装 | 无电梯,高楼层(共6层)2006年建板楼  -  岔路口,355万单价27546元/平米,https://nj.lianjia.com/xiaoqu/2511053036467/
江南青年城绯云苑  | 3室2厅 | 131.33平米 | 南 北 | 毛坯 | 无电梯,低楼层(共6层)2005年建板楼  -  将军大道,255万单价19417元/平米,https://nj.lianjia.com/xiaoqu/1411049845526/
